zone_id,latitude,longitude,hour,day_of_week,month,is_holiday,temperature,precipitation,event_nearby,population_density,num_restaurants,transit_stops_nearby,demand_count
Downtown Commercial Core,51.04892,-114.055835,13,4,3,0,3.9,0.1,0,9194.0,132,27,34
Ramsay,51.035504,-114.03286,10,2,11,1,-4.8,0.3,1,4208.0,75,13,19
Hillhurst,51.057121,-114.094135,3,3,2,0,-6.8,1.2,0,11663.0,44,7,0
17th Avenue SW,51.039645,-114.078874,6,6,3,0,-3.0,2.6,0,10501.0,66,8,16
Bridgeland,51.055992,-114.047084,1,0,12,0,-0.3,3.2,0,7505.0,38,33,3
McKenzie Towne,50.921698,-113.95823,15,5,9,0,21.0,2.4,0,1688.0,10,1,5
Tuscany,51.125358,-114.219361,12,0,7,0,15.0,0.7,0,425.0,14,1,7
McKenzie Towne,50.92144,-113.960133,3,3,6,0,11.5,9.4,0,1688.0,10,1,1
Crescent Heights,51.059135,-114.064901,16,2,6,0,10.3,16.6,0,4062.0,74,4,29
Signal Hill,51.019566,-114.168027,22,2,7,0,19.6,4.4,0,1089.0,3,4,7
Hillhurst,51.056236,-114.095566,23,0,10,0,1.9,2.3,0,11663.0,44,7,6
Downtown Commercial Core,51.048436,-114.061576,11,2,1,0,-17.1,1.2,0,9194.0,132,27,16
Eau Claire,51.053073,-114.075784,12,3,8,0,14.5,3.3,0,8455.0,24,4,19
Coventry Hills,51.153656,-114.080877,22,0,11,0,2.6,2.0,0,839.0,21,3,3
Inglewood,51.036411,-114.024316,6,6,2,0,-6.3,0.8,0,2547.0,14,15,4
McKenzie Towne,50.917263,-113.957047,8,5,2,0,-9.7,2.6,0,1688.0,10,1,3
Hillhurst,51.056297,-114.095221,0,1,9,0,15.3,1.4,0,11663.0,44,7,2
Shawnessy,50.914703,-114.064463,12,6,1,0,-9.9,1.3,0,1900.0,8,1,2
Bridgeland,51.05807,-114.041513,4,1,9,0,11.4,0.9,0,7505.0,38,33,2
Coventry Hills,51.151403,-114.078746,14,5,2,0,-13.6,0.9,1,839.0,21,3,7
Bridgeland,51.054591,-114.038449,12,2,6,0,16.0,4.1,0,7505.0,38,33,26
Victoria Park,51.036494,-114.049955,7,2,7,0,10.1,9.0,0,13659.0,54,25,27
Chinatown,51.05165,-114.067534,16,3,12,0,2.0,1.4,0,14759.0,49,10,26
Downtown Commercial Core,51.050422,-114.058965,0,5,2,0,-9.3,1.8,0,9194.0,132,27,6
Signal Hill,51.015842,-114.16887,11,6,11,0,-5.1,0.4,0,1089.0,3,4,7
Victoria Park,51.039215,-114.062186,5,4,10,0,11.2,0.3,1,13659.0,54,25,11
Downtown Commercial Core,51.048006,-114.062357,11,5,10,0,8.9,0.1,0,9194.0,132,27,23
Tuscany,51.130272,-114.228791,5,5,10,0,1.8,3.8,0,425.0,14,1,0
Chinatown,51.051352,-114.067193,12,1,12,0,-10.1,0.2,0,14759.0,49,10,22
Sunalta,51.040123,-114.089255,12,2,2,0,-2.8,0.0,0,2854.0,63,15,17
Hillhurst,51.05547,-114.089967,10,2,12,0,-9.9,3.0,0,11663.0,44,7,8
Ramsay,51.03491,-114.036618,12,3,1,0,-9.4,0.1,0,4208.0,75,13,16
Kensington,51.053046,-114.088472,1,0,7,0,12.2,1.1,0,8998.0,148,16,4
Beltline,51.040715,-114.068624,9,6,9,0,20.2,3.1,0,12253.0,72,21,13
Eau Claire,51.053007,-114.070373,9,0,2,0,-9.8,0.3,0,8455.0,24,4,13
Bridgeland,51.058283,-114.047454,6,0,8,0,27.7,0.4,0,7505.0,38,33,10
Signal Hill,51.017835,-114.171035,16,1,6,0,16.7,3.0,0,1089.0,3,4,14
Kensington,51.048923,-114.085123,12,3,10,0,4.2,1.8,0,8998.0,148,16,28
Coventry Hills,51.155348,-114.085653,19,1,7,0,27.9,6.9,0,839.0,21,3,8
Forest Lawn,51.043072,-113.970515,11,2,9,0,4.3,7.8,0,2420.0,8,4,15
Crescent Heights,51.054346,-114.069561,2,6,11,0,-10.1,0.4,0,4062.0,74,4,1
Crescent Heights,51.056674,-114.061572,4,1,8,0,18.5,2.4,1,4062.0,74,4,2
University District,51.07426,-114.128882,0,3,4,0,8.9,0.6,1,1952.0,4,5,5
Bankview,51.034203,-114.097224,14,4,9,1,2.8,3.7,0,3178.0,18,7,9
Hillhurst,51.053482,-114.092619,12,4,7,0,18.5,0.1,0,11663.0,44,7,30
Bridgeland,51.056755,-114.046525,2,2,7,0,22.9,0.1,0,7505.0,38,33,0
Cliff Bungalow,51.033329,-114.07801,1,2,1,0,-8.1,1.4,0,2836.0,77,7,1
Tuscany,51.131178,-114.218134,1,2,11,0,-5.8,0.2,0,425.0,14,1,0
East Village,51.044235,-114.054974,14,2,9,0,5.9,5.0,0,14642.0,72,17,23
Eau Claire,51.058101,-114.068333,8,1,4,0,11.7,5.7,0,8455.0,24,4,40
Crowfoot,51.125469,-114.159782,12,4,9,0,16.0,1.3,0,1289.0,9,6,13
Chinatown,51.049671,-114.06849,8,2,10,0,6.9,0.2,0,14759.0,49,10,44
East Village,51.044355,-114.046588,9,1,1,0,-8.0,0.8,0,14642.0,72,17,29
Cliff Bungalow,51.034626,-114.074134,22,0,4,0,9.0,1.0,0,2836.0,77,7,13
Chinatown,51.051739,-114.064611,18,6,10,0,6.6,0.1,0,14759.0,49,10,39
Mount Royal,51.034696,-114.083311,0,3,9,0,11.1,6.0,0,10123.0,46,3,3
Mount Royal,51.030812,-114.083968,23,6,2,0,-4.3,0.4,0,10123.0,46,3,8
Bowness,51.087767,-114.185424,0,4,12,0,-9.5,1.2,1,677.0,6,6,1
Coventry Hills,51.153839,-114.087435,12,5,10,0,8.7,1.4,0,839.0,21,3,5
Victoria Park,51.043923,-114.056725,2,3,10,0,0.6,6.3,0,13659.0,54,25,4
Beltline,51.038143,-114.069803,13,0,9,0,18.8,1.6,0,12253.0,72,21,25
Shawnessy,50.911565,-114.068916,9,0,3,0,-4.0,2.0,0,1900.0,8,1,7
Sunalta,51.04308,-114.091291,2,5,5,0,7.9,13.9,0,2854.0,63,15,1
Inglewood,51.036492,-114.024332,14,0,9,0,19.2,0.2,0,2547.0,14,15,18
Signal Hill,51.017239,-114.177872,17,0,3,0,-3.0,1.3,0,1089.0,3,4,12
Sunalta,51.041042,-114.090363,5,4,4,0,-0.4,2.7,0,2854.0,63,15,2
Crescent Heights,51.056536,-114.064673,2,6,10,0,4.3,6.5,0,4062.0,74,4,6
Bowness,51.088465,-114.182485,1,5,7,0,21.4,4.6,0,677.0,6,6,2
Victoria Park,51.042209,-114.05585,20,0,7,0,18.7,8.5,0,13659.0,54,25,26
Marda Loop,51.030577,-114.101832,6,4,6,0,29.5,2.3,0,1451.0,7,3,8
Sunnyside,51.056884,-114.085961,0,1,8,1,21.4,8.6,0,1031.0,28,19,1
Mount Royal,51.032201,-114.083155,4,5,5,1,13.3,1.0,0,10123.0,46,3,1
Victoria Park,51.041096,-114.055591,6,0,4,1,1.6,0.3,1,13659.0,54,25,13
Mission,51.035958,-114.062253,11,5,10,0,-0.9,1.6,0,2547.0,129,15,19
Bowness,51.088092,-114.185535,1,0,6,0,12.1,20.9,0,677.0,6,6,1
Coventry Hills,51.154991,-114.078375,3,5,4,0,11.8,1.1,0,839.0,21,3,0
Mission,51.037933,-114.063512,3,4,6,0,1.4,8.3,0,2547.0,129,15,0
Marlborough,51.055812,-113.970388,18,4,11,0,-2.1,5.4,0,1531.0,10,4,16
Victoria Park,51.040531,-114.056351,0,1,5,0,9.9,2.6,1,13659.0,54,25,5
Bridgeland,51.053936,-114.043806,8,2,10,0,-4.0,0.4,1,7505.0,38,33,49
Marda Loop,51.02415,-114.100113,12,0,9,0,9.4,1.1,0,1451.0,7,3,14
Hillhurst,51.054797,-114.092851,12,1,1,0,-8.7,0.1,0,11663.0,44,7,13
Kensington,51.052607,-114.092203,0,6,10,0,5.6,1.7,0,8998.0,148,16,1
Victoria Park,51.041078,-114.058725,23,5,11,0,0.6,2.1,1,13659.0,54,25,17
Mount Royal,51.034479,-114.088229,15,6,5,0,12.4,3.1,0,10123.0,46,3,16
Coventry Hills,51.155682,-114.080395,4,3,4,0,4.9,0.1,1,839.0,21,3,1
Sunnyside,51.057154,-114.083239,21,4,1,0,-12.3,1.7,0,1031.0,28,19,9
Ramsay,51.036923,-114.040338,7,0,2,0,-9.7,3.9,1,4208.0,75,13,17
Sunnyside,51.055085,-114.085135,20,1,7,0,27.3,13.8,0,1031.0,28,19,13
Ramsay,51.033311,-114.037099,1,2,12,0,-11.3,0.5,0,4208.0,75,13,3
Kensington,51.054067,-114.081087,15,0,4,0,9.8,0.1,0,8998.0,148,16,19
University District,51.080322,-114.135074,8,3,4,0,12.1,0.2,0,1952.0,4,5,10
Ramsay,51.038782,-114.039791,13,3,4,0,-4.0,1.1,0,4208.0,75,13,23
Kensington,51.050301,-114.085045,1,3,2,0,-9.9,0.1,0,8998.0,148,16,0
Marlborough,51.053907,-113.970569,3,3,12,0,-18.0,1.7,0,1531.0,10,4,0
Inglewood,51.036256,-114.025595,8,0,10,0,9.5,2.2,0,2547.0,14,15,15
Eau Claire,51.055135,-114.069366,0,4,9,1,17.5,2.1,0,8455.0,24,4,2
Forest Lawn,51.040358,-113.974117,13,6,6,0,13.5,3.4,0,2420.0,8,4,9
Hillhurst,51.058217,-114.097324,9,3,6,0,22.1,6.7,0,11663.0,44,7,34
Hillhurst,51.0543,-114.091213,23,3,2,0,2.2,0.3,0,11663.0,44,7,5
Crowfoot,51.123648,-114.158728,16,4,4,0,21.1,0.5,0,1289.0,9,6,5
Crowfoot,51.12278,-114.162329,16,4,7,0,15.1,6.3,0,1289.0,9,6,17
Crowfoot,51.122105,-114.156166,6,3,4,0,5.6,0.7,0,1289.0,9,6,0
Chinatown,51.053685,-114.067283,4,1,11,0,-6.2,0.9,1,14759.0,49,10,4
Mission,51.037966,-114.058758,9,5,5,0,13.6,6.8,0,2547.0,129,15,19
Sunnyside,51.058546,-114.07986,23,3,4,0,3.3,4.4,0,1031.0,28,19,3
Kensington,51.054557,-114.0888,15,4,9,0,12.8,3.6,0,8998.0,148,16,31
Victoria Park,51.039557,-114.052075,8,6,12,0,-12.3,0.7,0,13659.0,54,25,18
Forest Lawn,51.044063,-113.974221,0,3,11,1,-5.0,0.4,1,2420.0,8,4,3
Sunalta,51.044956,-114.091663,16,5,8,0,19.5,9.2,0,2854.0,63,15,38
Bankview,51.031499,-114.091457,17,1,8,0,26.6,13.7,0,3178.0,18,7,33
Marda Loop,51.022329,-114.101801,0,0,1,0,-13.9,0.8,1,1451.0,7,3,1
Tuscany,51.128673,-114.229059,12,5,10,0,-0.1,1.6,0,425.0,14,1,5
17th Avenue SW,51.037097,-114.081767,19,4,2,0,-7.3,0.7,0,10501.0,66,8,11
Victoria Park,51.038164,-114.052804,0,3,11,0,-9.9,2.1,0,13659.0,54,25,2
Coventry Hills,51.154364,-114.08517,18,5,6,0,7.7,0.3,0,839.0,21,3,10
Signal Hill,51.016845,-114.169376,4,3,8,0,19.0,13.1,0,1089.0,3,4,0
Tuscany,51.131614,-114.228116,9,4,1,0,-9.6,1.4,0,425.0,14,1,3
Victoria Park,51.042048,-114.052532,23,4,10,0,12.1,0.7,1,13659.0,54,25,13
Hillhurst,51.054262,-114.09225,6,6,10,0,2.7,0.6,1,11663.0,44,7,14
Eau Claire,51.050735,-114.072629,7,3,12,1,-7.7,0.7,0,8455.0,24,4,6
Bankview,51.031196,-114.095637,21,5,4,0,15.2,0.0,0,3178.0,18,7,19
East Village,51.047657,-114.054707,20,0,5,0,19.0,10.1,0,14642.0,72,17,22
Bowness,51.087289,-114.185812,4,4,7,0,19.1,3.5,0,677.0,6,6,1
Inglewood,51.037615,-114.029823,18,3,2,0,-7.0,0.4,0,2547.0,14,15,17
Hillhurst,51.057208,-114.095084,20,0,9,0,16.4,0.3,0,11663.0,44,7,17
East Village,51.04721,-114.050894,9,1,9,0,5.8,7.0,0,14642.0,72,17,41
Sunalta,51.044553,-114.087327,18,3,7,0,22.6,20.1,0,2854.0,63,15,30
Forest Lawn,51.042505,-113.976012,23,4,11,0,-8.8,0.0,0,2420.0,8,4,1
East Village,51.044917,-114.04594,17,5,9,0,13.9,2.9,0,14642.0,72,17,34
Shawnessy,50.911896,-114.068241,2,0,3,0,-1.1,1.2,0,1900.0,8,1,0
Sunalta,51.043917,-114.090079,15,3,11,0,0.8,1.7,0,2854.0,63,15,13
Crowfoot,51.124384,-114.161509,8,3,2,0,0.2,1.9,1,1289.0,9,6,15
Mount Royal,51.032018,-114.084507,14,1,7,0,25.9,0.9,0,10123.0,46,3,23
Forest Lawn,51.043095,-113.966026,2,0,5,0,11.0,2.6,0,2420.0,8,4,0
Marlborough,51.054869,-113.973128,12,1,4,0,-10.2,1.4,0,1531.0,10,4,11
Marlborough,51.052392,-113.970451,11,1,1,0,-16.7,0.9,0,1531.0,10,4,7
Bowness,51.092159,-114.180874,10,6,8,0,16.9,0.6,0,677.0,6,6,5
Marlborough,51.049449,-113.974464,6,4,4,0,8.1,6.2,0,1531.0,10,4,5
Downtown Commercial Core,51.046204,-114.065865,3,2,10,0,6.2,1.2,0,9194.0,132,27,3
Marlborough,51.056263,-113.978088,18,6,10,0,7.1,0.6,0,1531.0,10,4,17
Mission,51.033767,-114.069651,12,6,12,0,-2.7,0.3,0,2547.0,129,15,23
Tuscany,51.129495,-114.223951,22,3,8,0,19.0,5.5,0,425.0,14,1,7
Kensington,51.052024,-114.087153,15,0,6,0,21.8,0.3,1,8998.0,148,16,42
Signal Hill,51.018835,-114.166422,17,3,2,1,-6.7,0.6,0,1089.0,3,4,14
Forest Lawn,51.045278,-113.974847,21,5,10,0,-0.5,3.1,0,2420.0,8,4,16
Mission,51.033993,-114.069958,22,6,9,1,19.7,11.3,0,2547.0,129,15,12
Victoria Park,51.03733,-114.05185,11,6,10,0,12.7,0.4,0,13659.0,54,25,20
McKenzie Towne,50.920198,-113.962045,22,1,11,0,-5.1,1.1,0,1688.0,10,1,3
Downtown Commercial Core,51.050313,-114.064312,0,1,11,0,-5.4,4.0,0,9194.0,132,27,3
Beltline,51.040224,-114.071261,20,2,10,0,8.7,0.0,0,12253.0,72,21,16
Ramsay,51.03862,-114.033931,9,6,7,0,23.8,8.9,0,4208.0,75,13,18
Kensington,51.050996,-114.083111,11,4,6,0,18.2,15.9,0,8998.0,148,16,32
Sunnyside,51.058987,-114.083036,21,1,10,0,3.8,2.2,0,1031.0,28,19,14
Ramsay,51.039736,-114.034551,20,4,5,0,16.6,0.7,1,4208.0,75,13,26
Bankview,51.032298,-114.097708,21,2,11,0,-0.6,3.2,0,3178.0,18,7,8
Victoria Park,51.042293,-114.049097,18,3,3,0,5.1,3.4,0,13659.0,54,25,21
McKenzie Towne,50.923627,-113.959151,10,2,6,0,9.9,6.1,0,1688.0,10,1,7
Mount Royal,51.029806,-114.084695,23,1,7,0,22.1,2.4,1,10123.0,46,3,14
Forest Lawn,51.04477,-113.969604,4,2,11,0,-1.2,2.2,0,2420.0,8,4,1
Cliff Bungalow,51.032245,-114.075234,5,2,5,1,14.0,3.7,0,2836.0,77,7,1
Sunnyside,51.059477,-114.085616,9,4,10,0,8.1,2.7,0,1031.0,28,19,20
Sunalta,51.042547,-114.098927,10,2,5,0,8.3,3.3,0,2854.0,63,15,13
Sunnyside,51.059344,-114.084912,19,6,7,0,15.4,1.2,0,1031.0,28,19,18
Crescent Heights,51.058442,-114.065894,16,6,10,0,14.1,5.5,0,4062.0,74,4,23
Chinatown,51.045927,-114.065001,15,5,2,0,-8.9,1.2,0,14759.0,49,10,21
Crowfoot,51.125246,-114.165803,8,0,3,0,-3.9,1.1,0,1289.0,9,6,8
Mount Royal,51.029378,-114.080703,6,1,7,0,24.8,3.4,0,10123.0,46,3,6
Marda Loop,51.028757,-114.098815,14,3,8,0,20.0,1.8,0,1451.0,7,3,12
Shawnessy,50.90975,-114.06808,6,1,5,0,15.7,2.1,0,1900.0,8,1,3
Cliff Bungalow,51.032206,-114.075898,20,3,11,0,-15.1,0.1,0,2836.0,77,7,5
Bowness,51.090256,-114.185074,0,6,2,0,-2.1,1.4,0,677.0,6,6,2
Sunnyside,51.057471,-114.089893,11,4,2,0,-7.2,0.3,0,1031.0,28,19,11
University District,51.073982,-114.128189,4,5,1,0,-14.4,2.2,0,1952.0,4,5,0
Sunalta,51.045973,-114.085772,18,3,12,0,-15.0,1.1,0,2854.0,63,15,11
Crowfoot,51.124007,-114.154682,2,6,11,0,-1.1,0.4,0,1289.0,9,6,0
Sunalta,51.047222,-114.091813,2,1,6,0,19.9,3.9,0,2854.0,63,15,0
Inglewood,51.036917,-114.02649,12,5,5,0,13.5,2.6,0,2547.0,14,15,10
Downtown Commercial Core,51.047373,-114.063789,16,6,7,0,16.9,4.1,0,9194.0,132,27,29
Mount Royal,51.03153,-114.082535,21,2,3,0,5.6,2.8,0,10123.0,46,3,11
Mission,51.033024,-114.06283,22,5,11,0,-9.7,0.9,0,2547.0,129,15,18
Kensington,51.053391,-114.084322,13,0,2,0,-3.9,1.2,0,8998.0,148,16,18
Coventry Hills,51.155704,-114.078838,19,6,1,0,-14.2,0.0,0,839.0,21,3,4
Inglewood,51.038,-114.03314,20,4,3,0,-9.6,0.4,0,2547.0,14,15,6
Inglewood,51.036773,-114.030391,13,2,12,0,-8.4,0.1,0,2547.0,14,15,8
Bankview,51.027598,-114.094309,1,6,5,0,6.7,8.8,0,3178.0,18,7,8
Signal Hill,51.018307,-114.169068,2,6,5,0,8.3,2.8,0,1089.0,3,4,1
University District,51.078581,-114.137836,18,2,10,0,7.8,2.9,1,1952.0,4,5,25
Shawnessy,50.912794,-114.062041,10,0,3,0,-4.9,1.8,0,1900.0,8,1,5
Beltline,51.039162,-114.072735,3,2,11,0,-4.2,0.6,0,12253.0,72,21,6
University District,51.077061,-114.130688,5,5,1,0,-14.2,0.5,0,1952.0,4,5,1
Sunnyside,51.056785,-114.086523,22,1,2,0,-5.6,0.4,0,1031.0,28,19,6
Hillhurst,51.058485,-114.090885,0,3,3,1,-13.2,0.1,0,11663.0,44,7,5
Ramsay,51.037609,-114.037763,23,4,6,0,18.1,3.9,0,4208.0,75,13,9
Victoria Park,51.041468,-114.052651,12,4,5,0,9.9,24.5,0,13659.0,54,25,32
Chinatown,51.047249,-114.071033,19,4,8,0,24.0,0.6,0,14759.0,49,10,26
Kensington,51.056009,-114.08369,17,5,12,0,-10.2,0.1,0,8998.0,148,16,26
Beltline,51.040128,-114.069515,21,5,12,0,-15.0,1.3,0,12253.0,72,21,15
East Village,51.047444,-114.045537,14,0,1,0,-10.8,2.8,0,14642.0,72,17,22
Mount Royal,51.033373,-114.0819,4,1,7,0,10.6,1.4,0,10123.0,46,3,2
17th Avenue SW,51.042448,-114.078589,8,6,1,0,-10.6,1.3,0,10501.0,66,8,26
Crescent Heights,51.057911,-114.067567,16,3,10,0,20.8,1.0,1,4062.0,74,4,47
Marlborough,51.056843,-113.971705,0,5,12,0,-8.3,0.3,0,1531.0,10,4,1
McKenzie Towne,50.921197,-113.956282,17,0,2,0,-5.7,1.6,0,1688.0,10,1,5
McKenzie Towne,50.919632,-113.955641,20,6,7,0,23.4,8.3,1,1688.0,10,1,14
Ramsay,51.039685,-114.031826,20,1,5,0,12.8,9.2,0,4208.0,75,13,18
Bankview,51.030984,-114.096087,18,5,7,0,15.5,11.0,0,3178.0,18,7,14
Inglewood,51.037371,-114.028585,9,0,4,0,7.2,0.3,0,2547.0,14,15,15
Victoria Park,51.042201,-114.057367,3,1,7,1,9.5,9.0,0,13659.0,54,25,1
McKenzie Towne,50.923586,-113.956044,13,3,10,0,8.0,0.2,0,1688.0,10,1,6
Sunnyside,51.060052,-114.075808,10,6,2,1,-0.2,4.1,0,1031.0,28,19,7
Crowfoot,51.121392,-114.16227,19,2,7,0,17.0,7.0,1,1289.0,9,6,24
Bowness,51.087714,-114.188696,21,2,11,0,-3.0,0.0,0,677.0,6,6,3
Shawnessy,50.908563,-114.066751,15,3,7,0,23.2,4.1,0,1900.0,8,1,5
Victoria Park,51.0409,-114.054521,7,5,11,0,-6.0,1.3,1,13659.0,54,25,22
Marda Loop,51.026836,-114.09313,3,0,7,0,15.4,3.1,0,1451.0,7,3,1
Mount Royal,51.031106,-114.083214,7,3,1,0,-6.9,1.4,0,10123.0,46,3,15
Coventry Hills,51.154325,-114.080157,23,3,6,0,24.3,0.0,0,839.0,21,3,3
Shawnessy,50.91176,-114.065107,5,4,2,0,-1.3,0.9,0,1900.0,8,1,0
Inglewood,51.036959,-114.030119,22,5,3,0,3.1,4.7,0,2547.0,14,15,14
Signal Hill,51.019317,-114.170582,12,3,3,0,5.7,4.8,0,1089.0,3,4,6
Victoria Park,51.041299,-114.056845,2,2,3,0,-1.5,0.2,0,13659.0,54,25,1
Sunalta,51.04468,-114.089581,21,2,6,0,11.6,5.0,0,2854.0,63,15,14
East Village,51.048181,-114.050755,11,0,5,0,15.9,0.6,0,14642.0,72,17,18
Sunnyside,51.060037,-114.083101,4,3,9,0,9.0,3.9,0,1031.0,28,19,1
Bridgeland,51.054323,-114.047287,18,3,1,0,-0.1,0.4,0,7505.0,38,33,27
Bankview,51.033844,-114.095418,5,3,5,0,16.7,5.5,0,3178.0,18,7,4
Downtown Commercial Core,51.047644,-114.062561,2,6,11,1,2.0,0.1,0,9194.0,132,27,1
Eau Claire,51.049567,-114.071685,10,3,9,0,12.2,1.2,0,8455.0,24,4,19
Eau Claire,51.053799,-114.066319,17,5,5,0,12.7,21.1,0,8455.0,24,4,47
University District,51.075755,-114.127633,18,1,6,0,20.5,1.3,0,1952.0,4,5,15
Downtown Commercial Core,51.04606,-114.065669,15,4,11,0,-3.7,1.7,0,9194.0,132,27,29
Marlborough,51.053264,-113.972106,14,6,3,0,-1.2,0.3,0,1531.0,10,4,6
Downtown Commercial Core,51.046952,-114.065918,10,1,12,0,-17.5,1.1,0,9194.0,132,27,11
Tuscany,51.128239,-114.221858,19,5,4,0,11.2,0.4,0,425.0,14,1,0
McKenzie Towne,50.922639,-113.958678,21,1,4,0,8.2,0.7,0,1688.0,10,1,9
Shawnessy,50.91218,-114.07005,19,2,11,0,-4.2,0.6,1,1900.0,8,1,3
Cliff Bungalow,51.033927,-114.08234,6,1,12,0,-6.4,0.1,0,2836.0,77,7,2
Forest Lawn,51.047576,-113.970609,23,4,12,0,-10.9,2.8,0,2420.0,8,4,2
Victoria Park,51.037796,-114.055865,7,2,12,0,-17.4,0.6,0,13659.0,54,25,8
Sunnyside,51.055996,-114.085702,23,6,3,0,-5.1,0.3,0,1031.0,28,19,9
Crescent Heights,51.058996,-114.062427,18,0,5,0,4.3,9.2,0,4062.0,74,4,22
17th Avenue SW,51.034487,-114.082006,16,0,3,0,-15.9,0.5,0,10501.0,66,8,21
East Village,51.046948,-114.047818,5,2,1,0,-8.1,0.3,0,14642.0,72,17,6
Hillhurst,51.055876,-114.089679,21,3,4,1,5.0,1.4,0,11663.0,44,7,13
Kensington,51.053105,-114.084528,23,6,5,0,13.5,5.7,0,8998.0,148,16,15
Chinatown,51.051626,-114.063117,23,0,5,0,11.0,4.4,0,14759.0,49,10,7
Marlborough,51.05334,-113.968711,4,2,8,0,19.3,1.3,0,1531.0,10,4,0
Mount Royal,51.031519,-114.086083,20,0,5,0,9.3,0.5,0,10123.0,46,3,14
17th Avenue SW,51.03987,-114.075896,18,3,7,0,19.3,13.0,0,10501.0,66,8,33
Sunalta,51.043278,-114.0855,11,1,5,0,6.3,13.0,0,2854.0,63,15,25
Inglewood,51.033718,-114.026365,23,1,11,0,1.6,0.7,0,2547.0,14,15,7
Crowfoot,51.123275,-114.160086,7,6,6,0,18.0,5.9,0,1289.0,9,6,9
Chinatown,51.056095,-114.064354,17,0,3,0,-1.1,0.7,0,14759.0,49,10,38
East Village,51.045357,-114.044577,10,4,8,0,14.1,6.0,0,14642.0,72,17,27
Sunalta,51.042628,-114.092716,12,1,5,0,6.6,2.2,0,2854.0,63,15,20
Beltline,51.038966,-114.06682,16,0,1,0,-4.9,0.2,0,12253.0,72,21,22
Beltline,51.043413,-114.06937,12,5,4,0,7.5,4.6,0,12253.0,72,21,17
Cliff Bungalow,51.036757,-114.078997,20,2,2,1,-8.6,0.1,0,2836.0,77,7,14
Chinatown,51.051613,-114.065192,1,0,3,0,-2.0,1.1,0,14759.0,49,10,5
Coventry Hills,51.156516,-114.082363,13,5,3,0,-0.8,0.7,0,839.0,21,3,6
Cliff Bungalow,51.032561,-114.07471,2,6,12,0,-4.2,2.3,0,2836.0,77,7,3
Crowfoot,51.122482,-114.156325,3,2,10,0,8.6,4.0,0,1289.0,9,6,0
University District,51.07845,-114.132004,1,6,2,0,-6.9,0.4,0,1952.0,4,5,2
Mount Royal,51.028615,-114.083169,21,2,6,0,16.6,2.5,0,10123.0,46,3,13
East Village,51.045437,-114.047791,13,6,5,0,12.6,1.3,0,14642.0,72,17,28
Ramsay,51.038208,-114.033402,0,2,2,0,-4.4,0.2,0,4208.0,75,13,2
Inglewood,51.037493,-114.024471,7,3,3,0,3.2,0.4,0,2547.0,14,15,13
Shawnessy,50.911946,-114.068497,17,0,11,0,-4.3,0.9,0,1900.0,8,1,8
Bowness,51.087603,-114.178859,17,5,12,0,-7.2,0.3,0,677.0,6,6,13
Beltline,51.044007,-114.071912,14,3,12,0,-7.2,2.4,0,12253.0,72,21,12
Beltline,51.03951,-114.071669,14,3,10,0,16.7,2.9,0,12253.0,72,21,24
Coventry Hills,51.151442,-114.087618,22,4,10,0,6.8,1.1,0,839.0,21,3,5
University District,51.077199,-114.12834,10,2,2,1,-2.9,0.9,0,1952.0,4,5,8
Forest Lawn,51.043896,-113.967823,9,4,5,0,14.6,10.9,0,2420.0,8,4,17
Inglewood,51.035832,-114.026853,14,6,11,0,-5.4,0.6,0,2547.0,14,15,12
Eau Claire,51.052009,-114.071934,18,5,1,0,-15.5,0.3,0,8455.0,24,4,12
17th Avenue SW,51.038004,-114.078088,0,1,12,0,-11.6,1.4,0,10501.0,66,8,3
Bankview,51.033223,-114.098904,6,4,12,0,-14.3,0.3,1,3178.0,18,7,11
Sunalta,51.045232,-114.098538,9,2,6,0,13.0,1.0,0,2854.0,63,15,21
Victoria Park,51.039057,-114.058043,8,2,7,0,22.2,1.8,0,13659.0,54,25,52
Bankview,51.032273,-114.091946,20,0,1,0,-12.9,0.0,1,3178.0,18,7,18
Chinatown,51.052123,-114.065873,20,2,11,0,-11.0,1.1,0,14759.0,49,10,10
Bowness,51.083631,-114.185021,15,3,10,0,10.8,3.5,0,677.0,6,6,10
Chinatown,51.052224,-114.065174,2,0,2,0,-9.5,0.2,0,14759.0,49,10,2
Crescent Heights,51.058449,-114.059165,0,2,8,0,14.7,5.6,0,4062.0,74,4,3
East Village,51.045169,-114.047987,15,6,4,0,6.4,0.3,0,14642.0,72,17,20
Crowfoot,51.122525,-114.161207,18,0,2,0,-13.3,0.2,0,1289.0,9,6,6
Victoria Park,51.040106,-114.053534,3,2,6,0,12.8,0.9,1,13659.0,54,25,4
Crescent Heights,51.05888,-114.059646,8,4,3,0,-2.5,0.2,0,4062.0,74,4,27
Victoria Park,51.038842,-114.055762,10,5,5,0,7.6,5.7,0,13659.0,54,25,22
East Village,51.047449,-114.055023,1,5,4,0,1.3,3.2,0,14642.0,72,17,2
Bankview,51.034805,-114.096814,10,5,10,0,-0.9,1.7,0,3178.0,18,7,19
17th Avenue SW,51.036476,-114.075194,10,1,12,0,1.6,1.3,0,10501.0,66,8,15
Hillhurst,51.052474,-114.090088,11,1,1,0,-10.2,0.4,0,11663.0,44,7,8
Ramsay,51.03678,-114.032679,15,2,7,0,25.6,4.2,0,4208.0,75,13,19
