employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-00279,Operations,Mid,47,4,4,Points,0.33,9.3,0.49,5.5,3.8,3,0
EMP-00280,Operations,Junior,8,1,0,Points,0.08,17.76,0.39,5.1,3.6,5,0
EMP-00281,Customer Support,Mid,15,2,2,Points,0.17,43.05,0.62,4.7,2.9,5,0
EMP-00282,Sales,Manager,63,12,7,Badge,1.0,1.39,1.0,9.4,4.4,4,0
EMP-00283,Sales,Manager,62,11,6,Monetary,0.92,89.94,0.58,8.6,4.6,2,0
EMP-00284,Engineering,Mid,26,3,3,PTO,0.25,260.82,0.48,6.5,2.7,6,0
EMP-00285,Marketing,Mid,35,10,1,Monetary,0.83,63.55,0.34,7.1,5.0,5,0
EMP-00286,Engineering,Senior,48,13,9,Points,1.08,12.07,0.58,7.1,4.8,3,0
EMP-00287,Sales,Mid,31,3,1,Points,0.25,5.31,0.75,6.5,3.6,4,0
EMP-00288,Marketing,Junior,5,5,1,Monetary,0.42,185.65,0.29,4.9,3.1,7,0
EMP-00289,Sales,Junior,22,8,0,Points,0.67,44.15,0.98,7.7,3.6,3,0
EMP-00290,Marketing,Mid,21,6,5,PTO,0.5,97.14,0.73,7.7,3.6,3,0
EMP-00291,Engineering,Manager,36,11,4,Badge,0.92,7.87,0.71,7.6,4.5,2,0
EMP-00292,Engineering,Senior,35,7,6,Monetary,0.58,195.32,0.77,7.5,5.0,5,0
EMP-00293,Operations,Junior,23,2,2,Points,0.17,18.74,0.21,6.4,3.3,6,0
EMP-00294,Sales,Junior,5,2,1,Badge,0.17,6.68,0.26,5.2,3.5,8,0
EMP-00295,Engineering,Senior,47,10,5,Points,0.83,14.24,0.93,7.5,4.3,6,0
EMP-00296,Marketing,Senior,45,8,4,PTO,0.67,196.82,0.6,7.2,2.9,7,0
EMP-00297,Operations,Mid,12,5,3,Badge,0.42,3.28,0.59,5.8,4.5,6,0
EMP-00298,Engineering,Mid,40,6,4,Points,0.5,32.72,0.5,7.3,4.6,1,0
EMP-00299,Marketing,Junior,6,5,0,Badge,0.42,6.68,0.81,5.4,4.0,4,0
EMP-00300,Engineering,Senior,49,7,2,Points,0.58,37.31,0.78,7.9,4.9,5,0
EMP-00301,Engineering,Senior,38,6,8,Badge,0.5,9.03,0.52,8.0,5.0,5,0
EMP-00302,Marketing,Junior,16,4,0,Points,0.33,9.93,0.55,6.6,5.0,0,0
EMP-00303,Marketing,Senior,21,7,6,Monetary,0.58,73.19,0.78,9.0,5.0,2,0
EMP-00304,Marketing,Junior,1,3,0,Points,0.25,12.65,0.63,5.0,3.7,10,0
EMP-00305,Operations,Junior,2,6,1,Badge,0.5,4.36,0.8,6.4,4.1,5,0
EMP-00306,Customer Support,Junior,2,5,1,PTO,0.42,157.83,0.73,4.7,3.8,4,0
EMP-00307,Sales,Junior,7,1,0,PTO,0.08,133.73,0.81,6.4,2.6,4,0
EMP-00308,Sales,Mid,5,7,2,Badge,0.58,9.88,0.59,6.0,3.5,6,0
EMP-00309,Operations,Mid,39,7,2,Points,0.58,39.24,0.53,8.0,3.8,6,0
EMP-00310,Engineering,Mid,30,7,2,Points,0.58,9.13,0.28,8.4,4.7,7,0
EMP-00311,Sales,Mid,32,4,5,Monetary,0.33,95.38,0.41,6.8,4.5,4,0
EMP-00312,Engineering,Junior,8,2,0,Points,0.17,43.74,0.95,6.5,4.9,9,0
EMP-00313,Engineering,Junior,8,6,3,Badge,0.5,1.67,0.76,5.0,2.9,13,0
EMP-00314,Customer Support,Mid,20,5,3,Points,0.42,25.89,0.57,7.0,3.8,4,0
EMP-00315,Operations,Mid,26,9,4,Points,0.75,39.8,0.66,8.4,3.9,2,0
EMP-00316,Operations,Junior,1,2,2,Monetary,0.17,40.03,0.52,3.7,3.6,5,1
EMP-00317,Sales,Senior,53,12,5,Badge,1.0,8.17,0.77,10.0,4.9,4,0
EMP-00318,Engineering,Senior,29,6,4,Points,0.5,9.98,0.43,6.8,4.7,3,0
EMP-00319,Engineering,Senior,68,11,6,Badge,0.92,4.63,0.91,8.1,5.0,5,0
EMP-00320,Engineering,Mid,43,8,1,Points,0.67,48.06,0.27,6.1,5.0,4,0
EMP-00321,Marketing,Junior,2,4,0,PTO,0.33,177.28,0.48,6.6,3.3,6,0
EMP-00322,Operations,Senior,23,7,3,PTO,0.58,275.23,0.42,7.5,3.6,4,0
EMP-00323,Marketing,Junior,6,2,0,Points,0.17,46.32,0.78,5.3,3.3,6,0
EMP-00324,Engineering,Mid,3,6,2,Badge,0.5,4.29,0.38,6.8,4.4,6,0
EMP-00325,Customer Support,Junior,43,4,1,Points,0.33,47.04,0.68,6.9,4.6,3,0
EMP-00326,Operations,Senior,28,7,7,Points,0.58,9.03,0.49,7.7,5.0,3,0
EMP-00327,Marketing,Junior,1,3,2,Monetary,0.25,85.63,0.37,4.9,4.6,7,0
EMP-00328,Marketing,Manager,61,11,4,Badge,0.92,8.85,0.34,8.4,4.6,4,0
EMP-00329,Sales,Senior,57,9,4,Points,0.75,28.91,0.38,7.1,4.4,4,0
EMP-00330,Engineering,Mid,25,10,1,Points,0.83,37.23,0.57,8.0,5.0,8,0
EMP-00331,Sales,Senior,69,11,3,Monetary,0.92,32.47,0.74,8.0,4.9,5,0
EMP-00332,Operations,Mid,44,4,5,Monetary,0.33,141.41,0.84,7.1,5.0,1,0
EMP-00333,Engineering,Senior,45,11,4,Badge,0.92,8.5,0.6,8.5,4.9,4,0
EMP-00334,Engineering,Mid,26,4,4,Points,0.33,35.59,0.62,6.6,4.6,7,0
EMP-00335,Engineering,Senior,54,6,6,Points,0.5,47.89,0.84,7.9,3.3,4,0
EMP-00336,Engineering,Mid,29,6,3,Points,0.5,36.25,0.78,8.9,4.7,7,0
EMP-00337,Operations,Manager,34,9,5,Monetary,0.75,80.29,0.68,8.8,4.9,5,0
EMP-00338,Operations,Mid,25,4,2,Monetary,0.33,69.5,0.85,7.8,4.1,3,0
EMP-00339,Sales,Mid,39,5,2,Points,0.42,33.32,0.68,6.8,4.6,1,0
EMP-00340,Engineering,Senior,69,8,8,Badge,0.67,0.96,0.33,7.2,4.2,4,0
EMP-00341,Sales,Senior,63,9,4,PTO,0.75,146.23,0.82,7.6,2.9,7,0
EMP-00342,Sales,Mid,34,8,1,Points,0.67,24.59,0.74,8.5,5.0,4,0
EMP-00343,Engineering,Junior,6,2,1,Badge,0.17,6.02,0.4,5.4,2.9,8,0
EMP-00344,Sales,Mid,50,7,2,Points,0.58,15.48,0.54,9.6,5.0,2,0
EMP-00345,Sales,Manager,61,11,6,Badge,0.92,9.28,0.64,8.3,4.7,2,0
EMP-00346,Marketing,Senior,54,8,2,PTO,0.67,285.53,0.38,8.8,5.0,7,0
EMP-00347,Marketing,Senior,34,9,5,Badge,0.75,5.97,0.48,6.9,3.8,7,0
EMP-00348,Engineering,Junior,13,3,4,Badge,0.25,6.72,0.83,6.5,3.8,2,0
EMP-00349,Sales,Mid,47,5,2,Monetary,0.42,78.75,0.61,7.8,4.0,2,0
EMP-00350,Marketing,Mid,17,5,1,Points,0.42,16.54,0.37,7.5,5.0,4,0
EMP-00351,Sales,Senior,34,8,8,Monetary,0.67,72.18,0.42,7.3,4.2,3,0
EMP-00352,Operations,Junior,15,0,1,Monetary,0.0,96.1,0.0,4.6,3.5,7,0
EMP-00353,Marketing,Senior,79,8,2,Points,0.67,46.81,0.97,8.5,4.1,3,0
EMP-00354,Engineering,Mid,33,7,2,PTO,0.58,127.15,0.85,7.2,5.0,4,0
EMP-00355,Engineering,Junior,3,5,0,Monetary,0.42,75.46,0.35,4.8,3.2,6,0
EMP-00356,Marketing,Mid,13,5,7,Points,0.42,19.66,0.59,7.2,4.6,6,0
EMP-00357,Engineering,Junior,10,3,1,Badge,0.25,2.35,0.39,5.0,3.7,4,0
EMP-00358,Marketing,Mid,59,2,1,Points,0.17,37.76,0.81,7.3,4.3,4,0
EMP-00359,Customer Support,Junior,4,3,1,Badge,0.25,4.03,0.55,2.8,2.7,9,1
EMP-00360,Marketing,Junior,15,4,2,PTO,0.33,167.01,0.26,5.8,3.5,4,0
EMP-00361,Sales,Senior,38,9,7,Badge,0.75,7.15,0.54,7.3,4.3,4,0
EMP-00362,Marketing,Junior,4,1,1,Badge,0.08,6.5,0.8,4.4,3.8,11,0
EMP-00363,Sales,Junior,12,7,2,Monetary,0.58,95.79,0.94,6.6,3.3,5,0
EMP-00364,Marketing,Mid,41,7,4,Badge,0.58,0.23,0.47,6.2,4.0,1,0
EMP-00365,Customer Support,Mid,45,6,0,Points,0.5,45.17,0.57,5.4,5.0,8,0
EMP-00366,Sales,Senior,64,16,8,Monetary,1.33,45.02,0.73,8.8,4.8,2,0
EMP-00367,Customer Support,Mid,16,4,2,Badge,0.33,8.43,0.41,6.3,3.8,6,0
EMP-00368,Customer Support,Senior,73,6,5,PTO,0.5,237.19,0.82,9.4,4.4,2,0
EMP-00369,Engineering,Mid,9,7,1,Badge,0.58,8.34,0.5,7.0,3.0,4,0
EMP-00370,Engineering,Junior,2,4,1,PTO,0.33,273.54,0.58,5.9,3.6,6,0
EMP-00371,Engineering,Junior,14,5,2,Points,0.42,7.08,0.98,7.9,4.3,4,0
EMP-00372,Engineering,Mid,21,3,4,Badge,0.25,4.38,0.38,8.4,3.6,4,0
EMP-00373,Engineering,Mid,33,6,2,Points,0.5,7.6,0.5,7.8,4.4,6,0
EMP-00374,Operations,Senior,51,7,1,Monetary,0.58,80.51,0.78,7.9,4.9,5,0
EMP-00375,Engineering,Mid,27,12,2,Badge,1.0,1.41,0.6,8.7,4.8,3,0
EMP-00376,Sales,Mid,41,9,2,Points,0.75,31.03,0.41,8.4,3.3,3,0
EMP-00377,Operations,Junior,22,7,0,Monetary,0.58,132.78,0.51,6.1,3.9,7,0
EMP-00378,Engineering,Junior,2,5,5,Points,0.42,30.59,0.65,6.0,3.7,5,0
EMP-00379,Operations,Mid,46,3,2,Points,0.25,15.06,0.58,5.9,3.6,7,0
EMP-00380,Sales,Mid,41,6,3,Points,0.5,16.03,0.81,8.1,4.8,5,0
EMP-00381,Engineering,Mid,41,8,8,Badge,0.67,3.08,0.61,9.2,5.0,7,0
EMP-00382,Operations,Junior,1,1,3,Points,0.08,12.01,0.9,5.0,2.8,12,0
EMP-00383,Marketing,Senior,29,13,5,Points,1.08,24.46,0.82,9.1,4.2,2,0
EMP-00384,Customer Support,Senior,42,10,3,Points,0.83,36.7,0.29,8.1,4.4,2,0
EMP-00385,Operations,Junior,14,5,2,PTO,0.42,250.9,0.35,6.3,4.3,3,0
EMP-00386,Operations,Mid,34,6,4,Monetary,0.5,29.04,0.2,7.7,4.8,4,0
EMP-00387,Sales,Manager,36,9,9,Points,0.75,7.04,0.59,7.9,4.2,5,0
EMP-00388,Engineering,Mid,28,4,0,Points,0.33,33.08,0.81,6.8,4.1,4,0
EMP-00389,Operations,Mid,17,5,5,PTO,0.42,164.43,0.26,6.1,3.6,3,0
EMP-00390,Operations,Junior,5,2,0,Badge,0.17,3.44,0.49,4.8,3.4,6,0
EMP-00391,Customer Support,Mid,41,2,6,Badge,0.17,7.8,0.89,6.4,3.1,0,0
EMP-00392,Sales,Junior,10,11,3,Badge,0.92,4.91,0.8,7.1,4.2,7,0
EMP-00393,Sales,Manager,45,13,9,Monetary,1.08,127.96,0.87,9.3,4.6,3,0
EMP-00394,Operations,Senior,24,10,3,Points,0.83,20.13,0.65,8.3,4.7,3,0
EMP-00395,Sales,Senior,40,9,5,Points,0.75,18.37,0.73,7.3,4.8,5,0
EMP-00396,Customer Support,Senior,55,4,3,Monetary,0.33,191.03,0.74,7.5,4.4,6,0
EMP-00397,Operations,Mid,26,8,1,Points,0.67,36.44,0.8,8.8,4.2,2,0
EMP-00398,Sales,Mid,21,11,5,Points,0.92,19.87,0.87,7.4,4.8,7,0
EMP-00399,Operations,Senior,68,12,6,Badge,1.0,9.99,0.6,7.5,4.1,1,0
EMP-00400,Operations,Manager,18,10,5,Monetary,0.83,34.45,0.48,7.0,3.2,2,0
EMP-00401,Engineering,Mid,47,2,4,Badge,0.17,4.3,0.5,7.3,3.4,3,0
EMP-00402,Customer Support,Manager,50,10,9,Points,0.83,49.15,0.75,8.7,4.4,9,0
EMP-00403,Sales,Mid,28,6,1,Points,0.5,45.49,0.88,6.4,4.5,5,0
EMP-00404,Operations,Mid,22,7,1,Monetary,0.58,104.38,0.71,6.9,4.3,6,0
EMP-00405,Sales,Mid,51,8,0,Badge,0.67,7.14,0.65,6.6,4.3,2,0
EMP-00406,Customer Support,Junior,40,3,0,Badge,0.25,3.7,0.71,6.9,4.1,2,0
EMP-00407,Sales,Junior,8,6,0,Badge,0.5,4.79,0.23,7.0,5.0,10,0
EMP-00408,Engineering,Junior,52,3,2,Monetary,0.25,138.0,0.65,6.8,3.5,2,0
EMP-00409,Customer Support,Mid,12,4,3,PTO,0.33,143.48,0.57,6.9,4.4,3,0
EMP-00410,Engineering,Mid,25,5,3,Points,0.42,39.87,0.83,8.4,4.9,8,0
EMP-00411,Sales,Mid,14,7,1,Points,0.58,20.65,1.0,7.8,4.6,5,0
EMP-00412,Customer Support,Manager,48,9,9,Points,0.75,14.25,0.57,7.5,4.6,10,0
EMP-00413,Customer Support,Mid,25,4,2,Points,0.33,16.44,0.57,6.7,3.2,2,0
EMP-00414,Marketing,Mid,3,5,2,Badge,0.42,9.04,0.32,3.7,3.0,8,1
EMP-00415,Marketing,Junior,1,1,2,Points,0.08,38.95,0.53,5.7,3.2,3,0
EMP-00416,Sales,Junior,4,2,1,Monetary,0.17,182.29,0.97,3.8,2.5,12,1
EMP-00417,Sales,Senior,35,7,9,Points,0.58,46.86,0.7,8.5,4.9,5,0
EMP-00418,Sales,Mid,25,6,4,Badge,0.5,0.12,1.0,6.4,3.5,7,0
EMP-00419,Marketing,Senior,58,7,11,Points,0.58,13.67,0.68,8.3,5.0,5,0
EMP-00420,Operations,Junior,15,4,0,Badge,0.33,3.92,0.92,8.0,,6,0
EMP-00421,Operations,Mid,12,5,2,Badge,0.42,2.09,0.57,5.7,3.9,2,0
EMP-00422,Operations,Junior,3,3,2,Badge,0.25,0.55,0.5,3.9,4.4,9,1
EMP-00423,Engineering,Junior,5,3,0,Badge,0.25,9.28,0.75,4.8,4.1,9,0
EMP-00424,Sales,Junior,10,2,4,Points,0.17,45.0,0.49,3.1,3.7,4,1
EMP-00425,Engineering,Junior,5,2,2,Points,0.17,13.57,0.36,5.6,3.5,5,0
EMP-00426,Marketing,Mid,56,8,2,Points,0.67,27.1,0.39,7.5,5.0,0,0
EMP-00427,Sales,Junior,2,7,2,PTO,0.58,294.45,0.74,5.0,4.0,5,0
EMP-00428,Customer Support,Manager,96,8,8,Points,0.67,31.58,0.49,5.5,5.0,9,0
EMP-00429,Sales,Mid,16,5,3,PTO,0.42,185.19,1.0,7.5,3.5,5,0
EMP-00430,Engineering,Junior,8,1,2,Badge,0.08,4.25,0.22,4.8,2.7,5,0
EMP-00431,Engineering,Junior,24,2,3,Badge,0.17,1.27,0.68,8.8,5.0,4,0
EMP-00432,Operations,Mid,13,4,3,Badge,0.33,1.14,0.86,9.0,4.5,3,0
EMP-00433,Marketing,Junior,31,4,3,Points,0.33,44.4,0.52,5.0,3.4,5,0
EMP-00434,Engineering,Senior,92,8,8,Monetary,0.67,67.37,0.38,6.4,4.3,2,0
EMP-00435,Engineering,Manager,49,10,4,Points,0.83,17.21,0.68,9.8,5.0,1,0
EMP-00436,Operations,Junior,2,2,0,Monetary,0.17,48.83,0.77,4.4,2.5,5,0
EMP-00437,Engineering,Mid,34,6,4,Points,0.5,22.66,0.48,6.9,4.5,4,0
EMP-00438,Operations,Junior,18,5,0,Badge,0.42,6.27,0.43,6.5,5.0,5,0
EMP-00439,Operations,Mid,32,4,4,Points,0.33,29.32,0.65,6.2,4.2,5,0
EMP-00440,Engineering,Mid,47,5,4,Monetary,0.42,31.0,0.49,4.6,4.3,2,0
EMP-00441,Engineering,Junior,9,1,1,Badge,0.08,4.69,0.68,6.5,4.6,5,0
EMP-00442,Customer Support,Junior,11,3,2,Badge,0.25,4.19,0.74,4.7,3.4,2,0
EMP-00443,Sales,Senior,77,12,3,Badge,1.0,2.62,0.72,8.1,4.0,3,0
EMP-00444,Sales,Mid,21,7,4,Points,0.58,34.21,0.32,5.9,3.7,4,0
EMP-00445,Operations,Junior,1,2,0,Points,0.17,47.29,0.59,5.2,3.1,6,0
EMP-00446,Customer Support,Senior,24,7,3,Badge,0.58,7.0,0.77,6.4,3.6,3,0
EMP-00447,Customer Support,Mid,44,6,2,Points,0.5,13.09,0.72,7.8,5.0,7,0
EMP-00448,Operations,Senior,43,8,4,Points,0.67,34.32,0.8,7.2,4.0,4,0
EMP-00449,Sales,Junior,13,4,3,Points,0.33,11.81,0.75,5.4,2.5,6,0
EMP-00450,Engineering,Senior,29,9,5,Badge,0.75,5.47,0.97,7.7,4.5,5,0
EMP-00451,Operations,Senior,26,9,5,Points,0.75,48.27,0.76,6.4,4.6,7,0
EMP-00452,Marketing,Junior,11,4,1,Points,0.33,48.72,0.43,5.6,4.0,5,0
EMP-00453,Sales,Senior,72,8,3,Points,0.67,44.74,0.43,8.8,4.9,1,0
EMP-00454,Customer Support,Mid,52,5,3,Badge,0.42,3.67,0.26,6.2,3.6,3,0
EMP-00455,Engineering,Manager,54,11,7,Monetary,0.92,148.37,0.64,7.5,4.5,7,0
EMP-00456,Sales,Junior,9,5,2,Points,0.42,12.64,0.45,5.2,3.8,5,0
EMP-00457,Engineering,Mid,33,7,5,Badge,0.58,9.3,0.76,6.5,4.6,1,0
EMP-00458,Sales,Mid,60,7,1,Monetary,0.58,104.65,0.87,7.1,4.1,3,0
EMP-00459,Engineering,Manager,43,8,4,Monetary,0.67,124.52,0.8,8.6,5.0,2,0
EMP-00460,Engineering,Mid,29,11,1,Points,0.92,22.32,0.6,6.1,4.3,6,0
EMP-00461,Engineering,Manager,53,12,9,PTO,1.0,153.64,0.66,10.0,5.0,6,0
EMP-00462,Marketing,Manager,40,5,11,Monetary,0.42,90.55,0.46,6.3,4.3,5,0
EMP-00463,Operations,Junior,2,1,3,PTO,0.08,169.01,0.13,2.6,2.1,16,1
EMP-00464,Marketing,Senior,67,9,6,Points,0.75,43.67,0.37,8.5,4.4,6,0
EMP-00465,Customer Support,Manager,34,8,3,Monetary,0.67,172.87,0.09,7.4,4.5,2,0
EMP-00466,Sales,Junior,9,4,3,Badge,0.33,3.37,0.78,5.4,3.1,6,0
EMP-00467,Sales,Mid,36,11,3,Monetary,0.92,44.95,0.46,7.8,5.0,5,0
EMP-00468,Customer Support,Mid,46,7,4,Points,0.58,25.24,0.49,6.6,4.3,3,0
EMP-00469,Engineering,Junior,1,8,1,Badge,0.67,0.05,0.64,6.4,4.6,3,0
EMP-00470,Customer Support,Junior,17,2,1,Badge,0.17,7.48,0.37,6.7,4.1,5,0
EMP-00471,Engineering,Junior,16,4,2,Points,0.33,5.12,0.71,6.8,3.8,2,0
EMP-00472,Customer Support,Junior,8,0,2,Points,0.0,14.29,0.0,2.1,3.4,6,1
EMP-00473,Engineering,Mid,63,5,4,Badge,0.42,1.5,0.91,6.4,4.3,2,0
EMP-00474,Customer Support,Junior,67,5,3,Points,0.42,44.3,0.85,7.0,4.1,3,0
EMP-00475,Marketing,Manager,69,11,4,Points,0.92,49.98,0.3,7.1,4.0,2,0
EMP-00476,Customer Support,Senior,31,7,4,Points,0.58,11.58,0.6,5.9,3.9,4,0
EMP-00477,Engineering,Junior,2,2,3,Points,0.17,30.59,0.62,6.6,4.0,6,0
EMP-00478,Marketing,Senior,28,10,5,Points,0.83,42.17,0.45,7.1,3.9,5,0
EMP-00479,Customer Support,Senior,52,7,7,Monetary,0.58,86.67,0.65,7.0,3.8,2,0
EMP-00480,Marketing,Manager,68,8,8,Monetary,0.67,69.61,0.71,9.2,5.0,3,0
EMP-00481,Marketing,Junior,1,1,0,Badge,0.08,2.91,0.18,3.7,4.2,5,1
EMP-00482,Operations,Junior,48,5,0,PTO,0.42,130.73,0.76,9.6,4.7,4,0
EMP-00483,Sales,Manager,72,9,9,Monetary,0.75,69.87,0.99,7.8,4.6,5,0
EMP-00484,Marketing,Manager,68,8,7,Points,0.67,8.01,0.55,7.2,3.8,2,0
EMP-00485,Marketing,Senior,48,9,6,PTO,0.75,279.79,0.69,7.9,3.7,3,0
EMP-00486,Customer Support,Senior,37,8,3,Badge,0.67,9.0,0.23,7.0,3.8,4,0
EMP-00487,Engineering,Junior,14,4,1,Monetary,0.33,174.16,0.56,5.2,3.4,4,0
EMP-00488,Sales,Mid,58,10,4,Monetary,0.83,159.22,0.42,7.6,4.0,5,0
EMP-00489,Customer Support,Junior,20,2,1,Badge,0.17,7.48,0.52,5.1,3.8,1,0
EMP-00490,Customer Support,Junior,5,3,2,Badge,0.25,7.06,0.74,3.2,2.6,7,1
EMP-00491,Sales,Senior,56,8,2,Badge,0.67,8.52,0.89,7.5,5.0,6,0
EMP-00492,Marketing,Junior,22,5,2,Badge,0.42,0.55,0.41,5.5,3.9,2,0
EMP-00493,Engineering,Mid,22,8,3,PTO,0.67,242.44,0.12,7.8,5.0,2,0
EMP-00494,Engineering,Manager,46,10,7,Points,0.83,44.08,0.33,7.6,5.0,4,0
EMP-00495,Sales,Junior,1,6,1,Points,0.5,34.19,0.53,4.6,3.9,11,0
EMP-00496,Sales,Manager,35,15,10,Monetary,1.25,173.52,1.0,8.0,4.3,3,0
EMP-00497,Marketing,Manager,32,8,7,Monetary,0.67,77.06,0.53,7.8,4.9,4,0
EMP-00498,Engineering,Mid,37,6,4,Monetary,0.5,88.26,0.84,6.8,4.6,1,0
EMP-00499,Customer Support,Junior,6,4,0,Badge,0.33,6.1,0.6,5.4,3.1,5,0
EMP-00500,Customer Support,Mid,45,7,3,Points,0.58,11.37,0.54,7.7,5.0,1,0
EMP-00501,Operations,Mid,23,4,5,Badge,0.33,1.91,0.85,6.6,4.2,4,0
EMP-00502,Marketing,Mid,32,10,3,Points,0.83,49.73,0.2,9.2,4.5,3,0
EMP-00503,Sales,Junior,2,6,1,Points,0.5,40.43,0.91,5.2,3.8,11,0
EMP-00504,Operations,Manager,86,14,9,Badge,1.17,1.13,0.83,10.0,4.7,3,0
EMP-00505,Operations,Junior,17,4,0,PTO,0.33,79.17,0.7,7.9,3.7,7,0
EMP-00506,Engineering,Senior,69,11,7,Badge,0.92,3.93,0.46,7.9,4.9,2,0
EMP-00507,Customer Support,Junior,6,3,0,Points,0.25,49.9,0.67,4.2,2.7,8,0
EMP-00508,Operations,Mid,43,7,2,Points,0.58,48.88,0.23,6.6,3.5,1,0
EMP-00509,Customer Support,Manager,80,10,12,PTO,0.83,168.17,0.68,8.1,4.7,2,0
EMP-00510,Operations,Junior,39,3,4,Badge,0.25,4.42,0.7,7.1,4.3,1,0
EMP-00511,Marketing,Junior,2,2,2,Monetary,0.17,128.11,0.67,5.3,3.0,4,0
EMP-00512,Sales,Senior,82,6,6,Points,0.5,34.79,0.67,6.9,2.9,8,0
EMP-00513,Customer Support,Senior,65,7,3,Badge,0.58,2.65,0.41,7.9,4.0,4,0
EMP-00514,Customer Support,Senior,13,10,5,Badge,0.83,1.71,0.91,7.6,3.7,0,0
EMP-00515,Engineering,Mid,34,4,2,Monetary,0.33,167.93,0.61,7.0,4.3,2,0
EMP-00516,Engineering,Junior,8,4,1,Points,0.33,20.93,0.63,5.5,4.9,12,0
EMP-00517,Sales,Manager,26,13,4,Points,1.08,6.76,0.89,8.1,4.3,4,0
EMP-00518,Operations,Manager,74,9,2,Monetary,0.75,175.09,0.48,7.1,3.5,0,0
EMP-00519,Customer Support,Mid,22,2,1,Points,0.17,38.05,0.64,5.8,3.7,3,0
EMP-00520,Engineering,Senior,32,9,5,Monetary,0.75,151.22,0.6,7.4,4.7,3,0
EMP-00521,Marketing,Mid,47,5,3,Badge,0.42,6.52,0.55,4.8,3.8,3,0
EMP-00522,Sales,Mid,34,8,2,Monetary,0.67,97.45,0.89,7.4,5.0,0,0
EMP-00523,Customer Support,Junior,6,3,2,Monetary,0.25,180.42,0.51,3.9,3.7,8,1
EMP-00524,Operations,Mid,29,7,4,Badge,0.58,3.65,0.76,7.8,4.4,4,0
EMP-00525,Operations,Mid,42,4,1,Points,0.33,17.05,0.47,7.4,5.0,4,0
EMP-00526,Sales,Junior,10,10,1,Badge,0.83,5.4,0.53,6.9,4.6,8,0
EMP-00527,Sales,Mid,54,12,3,Badge,1.0,4.64,0.91,9.7,5.0,5,0
EMP-00528,Engineering,Senior,47,13,6,Monetary,1.08,30.9,0.72,8.3,4.3,1,0
EMP-00529,Engineering,Senior,21,11,5,Monetary,0.92,75.21,0.83,7.1,3.9,4,0
EMP-00530,Customer Support,Mid,36,6,1,Badge,0.5,3.81,0.5,6.8,3.8,3,0
EMP-00531,Operations,Manager,65,7,5,Points,0.58,40.63,0.89,6.8,3.7,3,0
EMP-00532,Customer Support,Junior,8,1,2,Points,0.08,22.89,0.71,5.3,2.2,6,0
EMP-00533,Customer Support,Mid,15,3,2,Badge,0.25,9.4,0.39,5.7,3.2,6,0
EMP-00534,Marketing,Senior,44,11,2,Points,0.92,38.33,0.41,7.9,5.0,7,0
EMP-00535,Operations,Mid,18,7,1,Points,0.58,41.86,0.37,6.3,5.0,7,0
EMP-00536,Customer Support,Mid,48,3,0,Points,0.25,45.08,0.72,6.2,3.6,2,0
EMP-00537,Operations,Junior,1,8,1,Badge,0.67,1.96,0.68,3.7,2.8,11,1
EMP-00538,Engineering,Manager,61,6,6,Points,0.5,41.11,0.59,9.2,4.8,3,0
EMP-00539,Sales,Mid,44,10,2,Points,0.83,13.69,0.76,8.9,4.6,3,0
EMP-00540,Engineering,Manager,51,15,7,Points,1.25,29.73,0.42,9.6,5.0,4,0
EMP-00541,Customer Support,Mid,11,6,3,Points,0.5,18.77,0.57,7.9,3.5,7,0
EMP-00542,Marketing,Senior,63,5,6,Points,0.42,27.4,0.78,7.0,4.4,7,0
EMP-00543,Engineering,Senior,47,10,5,Badge,0.83,2.11,0.15,7.1,4.3,3,0
EMP-00544,Marketing,Senior,67,9,4,Points,0.75,48.26,0.77,8.3,4.3,4,0
EMP-00545,Marketing,Mid,36,8,3,Points,0.67,34.97,0.68,7.6,4.4,4,0
EMP-00546,Sales,Mid,29,6,4,Points,0.5,16.28,0.39,6.2,3.2,3,0
EMP-00547,Engineering,Senior,45,9,8,Badge,0.75,2.37,0.34,7.2,5.0,1,0
EMP-00548,Marketing,Mid,36,7,3,Points,0.58,12.1,0.78,8.7,5.0,5,0
EMP-00549,Marketing,Mid,24,4,4,PTO,0.33,244.28,0.66,7.0,3.9,3,0
EMP-00550,Operations,Junior,1,7,3,Points,0.58,26.58,0.83,4.5,4.1,3,0
EMP-00551,Marketing,Manager,44,7,2,PTO,0.58,273.59,0.6,8.3,3.8,2,0
EMP-00552,Operations,Junior,1,4,0,Points,0.33,5.05,0.43,5.7,3.0,7,0
EMP-00553,Marketing,Mid,38,2,1,PTO,0.17,174.17,0.87,5.5,3.7,5,0
EMP-00554,Marketing,Mid,27,4,5,Badge,0.33,4.87,0.46,7.2,5.0,4,0
EMP-00555,Customer Support,Mid,30,4,2,Monetary,0.33,196.96,0.32,6.8,3.7,5,0
EMP-00556,Sales,Senior,65,13,8,Monetary,1.08,151.88,0.29,8.1,3.6,2,0
EMP-00557,Engineering,Junior,9,3,0,Badge,0.25,5.39,0.59,4.2,3.7,5,0
EMP-00558,Engineering,Mid,12,3,0,Badge,0.25,5.81,0.78,6.2,3.6,4,0
